,sentence_good,sentence_bad,one_prefix_prefix,one_prefix_word_good,one_prefix_word_bad,dependency_length,field,linguistics_term,UID,simple_LM_method,one_prefix_method,two_prefix_method,lexically_identical,pairID,predicted_words
958,A niece of those actresses has figured out who hadn't declared some light to dim.,A niece of those actresses have figured out who hadn't declared some light to dim.,A niece of those actresses,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,958,houses
959,The brochures about art do impress the actress.,The brochures about art does impress the actress.,The brochures about art,do,does,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,959,priest
960,The sketch of eyes hasn't appeared.,The sketch of eyes haven't appeared.,The sketch of eyes,hasn't,haven't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,960,sofia
961,The daughters of every adult have persuaded Deanna to praise Anna.,The daughters of every adult has persuaded Deanna to praise Anna.,The daughters of every adult,have,has,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,961,nor
962,A daughter of most actors has worried Tina.,A daughter of most actors have worried Tina.,A daughter of most actors,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,962,favour
963,A print of a lot of senators hasn't confused Denise.,A print of a lot of senators haven't confused Denise.,A print of a lot of senators,hasn't,haven't,7,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,963,lands
964,A book about the Impressionists shocks Bethany.,A book about the Impressionists shock Bethany.,A book about the Impressionists,shocks,shock,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,964,favour
965,The friends of Grace are donating.,The friends of Grace is donating.,The friends of Grace,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,965,yourself
966,The prints of that print weren't alarming Lawrence.,The prints of that print isn't alarming Lawrence.,The prints of that print,weren't,isn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,966,locked
967,The picture of most women hasn't impressed the Borgias.,The picture of most women haven't impressed the Borgias.,The picture of most women,hasn't,haven't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,967,doors
968,A grandmother of all patients was managing to alarm Frank.,A grandmother of all patients are managing to alarm Frank.,A grandmother of all patients,was,are,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,968,chapter
969,The granddaughter of most teachers describes Rhonda.,The granddaughter of most teachers describe Rhonda.,The granddaughter of most teachers,describes,describe,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,969,favour
970,The nephews of Beverly are urging Spain to surrender.,The nephews of Beverly is urging Spain to surrender.,The nephews of Beverly,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,970,favour
971,The newspaper article about the Impressionists has shocked this museum.,The newspaper article about the Impressionists have shocked this museum.,The newspaper article about the Impressionists,has,have,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,971,posted
972,A father of the Clintons discovers Guy to criticize those stories.,A father of the Clintons discover Guy to criticize those stories.,A father of the Clintons,discovers,discover,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,972,supreme
973,The prints of some hat were wasting away.,The prints of some hat was wasting away.,The prints of some hat,were,was,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,973,yourself
974,The nieces of Randolf don't waste away.,The nieces of Randolf doesn't waste away.,The nieces of Randolf,don't,doesn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,974,1870
975,A grandfather of these ladies does lie.,A grandfather of these ladies do lie.,A grandfather of these ladies,does,do,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,975,martin
976,The prints of every eggplant scare those schools.,The prints of every eggplant scares those schools.,The prints of every eggplant,scare,scares,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,976,জ
977,The commentary about current events annoys Kirsten.,The commentary about current events annoy Kirsten.,The commentary about current events,annoys,annoy,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,977,sing
978,A book about current events confuses a lot of actresses.,A book about current events confuse a lot of actresses.,A book about current events,confuses,confuse,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,978,protective
979,The sketches of some window worry Stephanie.,The sketches of some window worries Stephanie.,The sketches of some window,worry,worries,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,979,favour
980,The nephews of Alan exercise.,The nephews of Alan exercises.,The nephews of Alan,exercise,exercises,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,980,priest
981,The commentaries about Monet aren't astounding Travis.,The commentaries about Monet isn't astounding Travis.,The commentaries about Monet,aren't,isn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,981,end
982,The cousins of Jason haven't realized who believed Cindy to research some college campuses.,The cousins of Jason hasn't realized who believed Cindy to research some college campuses.,The cousins of Jason,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,982,sounds
983,The pamphlets about Jesus are appearing.,The pamphlets about Jesus is appearing.,The pamphlets about Jesus,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,983,priest
984,A picture of steps bothers Todd.,A picture of steps bother Todd.,A picture of steps,bothers,bother,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,984,priest
985,The show about the Clintons has disagreed.,The show about the Clintons have disagreed.,The show about the Clintons,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,985,favour
986,A brother of all waiters wasn't praising Marie.,A brother of all waiters aren't praising Marie.,A brother of all waiters,wasn't,aren't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,986,dos
987,The prints of this ice shock Dana.,The prints of this ice shocks Dana.,The prints of this ice,shock,shocks,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,987,yourself
988,The mother of most drivers has praised Veronica.,The mother of most drivers have praised Veronica.,The mother of most drivers,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,988,2016
989,The newspaper article about the Lutherans has looked like some sketch.,The newspaper article about the Lutherans have looked like some sketch.,The newspaper article about the Lutherans,has,have,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,989,protective
990,The grandmothers of Galileo haven't visited many lakes.,The grandmothers of Galileo hasn't visited many lakes.,The grandmothers of Galileo,haven't,hasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,990,wore
991,The cousins of Tanya walk through those lakes.,The cousins of Tanya walks through those lakes.,The cousins of Tanya,walk through,walks through,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,991,e
992,The drawings of Jane are appearing.,The drawings of Jane is appearing.,The drawings of Jane,are,is,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,992,yourself
993,An essay about the Clintons has alarmed these boys.,An essay about the Clintons have alarmed these boys.,An essay about the Clintons,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,993,zero
994,The newspaper articles about Winston Churchill win.,The newspaper articles about Winston Churchill wins.,The newspaper articles about Winston Churchill,win,wins,6,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,994,founder
995,The stories about Spain aggravate Carl.,The stories about Spain aggravates Carl.,The stories about Spain,aggravate,aggravates,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,995,favour
996,The drawings of Guy weren't scaring Bruce.,The drawings of Guy wasn't scaring Bruce.,The drawings of Guy,weren't,wasn't,4,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,996,[unknown]
997,The newspaper articles about Jesus don't look like every drawing.,The newspaper articles about Jesus doesn't look like every drawing.,The newspaper articles about Jesus,don't,doesn't,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,997,destruction
998,A picture of many bikes has impressed Grace.,A picture of many bikes have impressed Grace.,A picture of many bikes,has,have,5,morphology,subject_verb_agreement,distractor_agreement_relational_noun,True,True,False,False,998,owner
